,Review,Category
1185,"Relación calidad precio, buena.",precio
1186,"He acabado volviendo y no ha mejorado, el servicio sigue lento,",servicio
1187,"Ambiente cálido, enorme biblioteca.",ambiente
1188,El local ha sufrido una renovación total y de una bar de copas y encuentros ha,ambiente
1189,"Algo caro, en mi opinión, pero dan calidad.",precio
1190,El local está decorado con mucha gracia pero las mesas son tan pequeñas (para aprovechar el espacio?),ambiente
1191,que resultan hasta incómodas.,ambiente
1192,"La comida muy rica, bien presentada y con muy buen producto.",comida
1193,El personal es amable y atento.,servicio
1194,"La comida es buena, el servicio es atento pero deberían tener más consideración con el tema del tabaco.",comida
1195,Deliciosa comida.,comida
1196,Especialmente en maki de foie y pera.,comida
1197,"Las samosas,  espectaculares y el arroz jazmín perfecto.",comida
1198,"De postre no os podéis perder la tarta de zanahoria, con una ración ideal para compartir.Buena comida japonesa con un precio razonable",comida
1199,"Exquisitas gambas en tempura , atún rojo",comida
1200,"Se trata de un restaurante precioso, lleno de librerías y con una decoración muy retro.",ambiente
1201,Es realmente bonito.,ambiente
1202,Tiene un estilo que me recuerda al ambiente del Soho de Nueva York o al barrio latino de París.,ambiente
1203,"La comida, que es lo importante, está muy",comida
1204,Tiene platos que no son sushi que son fascinantes y vale la pena probar.,comida
1205,"Un sitio precioso, acogedor y los platos maravillosos, de sabor y de aspecto.",ambiente
1206,El ceviche de lubina estaba espectacular y la puesta en escena del plato de cine.,comida
1207,"Los langostinos con mayochile, divinos y así todos los platos que probamos.",comida
1208,Tiene una carta muy variada y todo lo que comimos estaba muy bueno a un precio mas que razonable,comida
1209,Este lugar esta muy bien situado.,ambiente
1210,Recomiendo la terraza ya que tiene el mismo ambiente de todo el lugar.,ambiente
1211,"La comida esta especialmente buena, pedir todos los nigiris que todos están",comida
1212,Fascinada con la espectacular decoración.,ambiente
1213,Carácter acogedor.,ambiente
1214,Buena carta de sushi con gran preparación y calidad en el pescado.,comida
1215,Nos decantamos por una gran variedad de niguiris; todos riquísimos.,comida
1216,"Quizá el de huevo de codorniz con jamón, un",comida
1217,El sitio es acogedor y bastante grande.,ambiente
1218,El servicio es amable.,servicio
1219,Un restaurante con un ambiente espectacular.,ambiente
1220,El personal muy amable.,servicio
1221,"Nada más entrar, la terraza muy apetecible, decoración agradable.",ambiente
1222,"La comida muy buena, probamos de todo y nos gustó tanto los pescados en sus diferentes formas (nigiris, makis, etc), también buenas las opciones de pollo o carne, y estupendo",comida
1223,"Pedimos dos entrantes (tempura de gamba roja) y rollitos de pato, la verdad es que la tempura de gambas (recomendada por los camareros) excelente, aunque los",comida
1224,"Bien, la comida está rica.",comida
1225,"Un poco lentos en servir y a veces se agradece cuando te tratan especialmente bien, pero bueno, correcto.",servicio
1226,"Makis de salmón braseado y spicu tuna, tiradito de pez limón muy rico.",comida
1227,Sopa de Miso y,comida
1228,A destacar el tataki de atún y el sushi de atun picante.,comida
1229,Precio muy razonable.,precio
1230,La comida rica y bien elaborada.,comida
1231,"Decoración tipo “Bibliobús”, pequeño.",ambiente
1232,Sirven la comida demasiado rápido.,servicio
1233,Comida de calidad.,comida
1234,Pedimos varios platos a compartir y todos ellos exquisitos y con una gran presentación.,comida
1235,El personal atento y profesional.,servicio
1236,Volveremos.La tarta de zanahoria buenísima.,comida
1237,"Los platos sin gluten los adaptan cambiando o quitando las salsas lo cual los deja bastante insípidos, solo se pueden acompañar de soja sin gluten.",comida
1238,"Noodles con pollo y miel, samosas de pollo, rollo de bogavante y california y tataki de atún, todos ellos exquisitos, lo que nos fuatos menos fue el ceviche de lubina.",comida
1239,"El restaurante es super bonito, impostado pero muy bien decorado.",ambiente
1240,Caro para lo exiguo que es.,precio
1241,"El local es precioso, con todo estanterías repletas de libros.",ambiente
1242,"Los asientos son comodisimos, y la comida espectacular.",ambiente
1243,Pedí sushi maki; unos con pera y foie y otros con aguacate con crema suave y la verdad que ambos buenísimos.,comida
1244,Como colofón final pedimos unos tallarines,comida
1245,Todo el personal que nos atendió fue correcto y sin demoras.,servicio
1246,Buena relación calidad - precio.,comida
1247,Lo más destacable es la relación calidad precio que tiene.,precio
1248,"La comida es buena, quizás un poco escasa en cuanto a la cantidad, pero todo delicioso.",comida
1249,"El postre con queso, no recuerdo el nombre, no nos gustó, demasiado líquido en su textura.",comida
1250,Atención correcta.,servicio
1251,Precio,precio
1252,Lo que hace de cualquier comida o cena un momento muy acogedor.,ambiente
1253,Tiene también una terraza cubierta ideal.,ambiente
1254,"Los platos, de cocina japonesa con toques internacionales, está",comida
1255,El local es una biblioteca decorada con mucho gusto.,ambiente
1256,"La atención dejó bastante que desear, son un poco secos y no muy atentos.",servicio
1257,Este local incumple la ley antitabaco en su terraza.,ambiente
1258,Muy bonito y moderno el restaurante pero la comida nada del otro mundo sinceramente.,ambiente
1259,"Los precios normales a lo que hay ahora, tocamos a unos 30€ por persona.Teníamos reserva a las 22:30 horas para cenar y nos sentaron a las 23:15 aproximadamente.",precio
1260,"La decoración es como si estuvieras en una casa antigua, tiene personalidad.",ambiente
1261,El servicio muy eficaz.,servicio
1262,"Los platos muy sabrosos, bien sazonados y recién hechos.",comida
1263,Precio en línea con la calidad.,precio
1264,Resalta la bonita decoración y entorno.,ambiente
1265,"La atención excepcional, muy amables, sin prisas.",servicio
1266,"Una decoración muy agradable, tipo salón de lectura, acogedor.",ambiente
1267,Pésima atención telefónica a la hora de reservar.,servicio
1268,Muchos camareros en la sala pero los que nos atendieron no sabían tratar a los clientes.,servicio
1269,Personal maravilloso.,servicio
1270,Habia mucha diferencia de platos caros y otros baratos.,precio
1271,Hemos compartido dl solomillo que yo creo que ha,comida
1272,La atención de maravilla.,servicio
1273,La carta tiene muchísima variedad y absolutamente todo estaba divino!!,comida
1274,No es tan económico pero vale la pena.,precio
1275,El servicio va rápido.,servicio
1276,La gente de sala está atenta y es muy amable.,servicio
1277,Los langostinos son los mejores que he probado hasta ahora  ¡Menuda salsa!,comida
1278,"El local tiene dos plantas y una decoración original, con muchos libros, como si de una biblioteca se tratara.",ambiente
1279,Calidad/precio muy bien para lo que pides.,precio
1280,Ubicación inmejorable.,ambiente
1281,"El restaurante es bastante grande, tiene dos terrazas una cubierta y luego el salón.",ambiente
1282,"La carta está bien, no es muy extensa.",comida
1283,El sushi muy logrado y de buen tamaño.,comida
1284,A destacar las gyozas - rollos de pato - tataki de solomillo al carbón.,comida
1285,"Todo excelente, precios moderados.",precio
1286,Un lugar increíble.,ambiente
1287,Una decoración con estanterías respletas de libros.,ambiente
1288,Con una comodidad que te recuerda estar en el hogar.,comida
1289,Un excelente servicio.,servicio
1290,"Restaurante con decoración muy bonita, disponen de terraza exterior y otra techada.",ambiente
1291,"Buena ubicación, hay varios parking cerca.",ambiente
1292,"Los platos han estado bien, destacar el tempura de gamba, las pizzas de atún y el roll de anguila.",comida
1293,La atención correcta.,servicio
1294,Los precios son un poco caro.,precio
1295,Espacio con una decoración muy bonita y agradable.,ambiente
1296,Atención muy buena y comida muy sabrosa.,servicio
1297,La decoración del local te transporta a una biblioteca de otro tiempo.,ambiente
1298,El ambiente y la carta conectan Occidente con Oriente.,ambiente
1299,"La atención es muy buena, tan amable como atenta.",servicio
1300,"La comida es una fusión entre lo mediterraneo y lo japones, desde una riquísimas croquetas, hasta unos platos increibles de sushi.",comida
1301,Los camareros un poco antipáticos.,servicio
1302,"La comida me parece excesivamente cara para la cantidad que viene en los platos, aunque el sabor es espectacular.",comida
1303,La terraza a mediodía es muy calurosa pero por la noche será muy agradable.,ambiente
1304,Riquísimos los langostinos en tempura y todos los makis.,comida
1305,!Las croquetas de carabineros… buff!!,comida
1306,!Los maki de bogavante… más de lo mismo!,comida
1307,"!Mien con trufa, setas y huevo… de locos!",comida
1308,El interior del restaurante es espectacular así como la carta.,ambiente
1309,Diferentes sabores y texturas muy ricas.,comida
1310,Y de postre la tarta de zanahoria es súper!,comida
1311,Calidad precio maravillosa!,precio
1312,Local impresionante.,ambiente
1313,"Atención excelente, muy amables y atentos.",servicio
1314,Merece su precio completamente.,precio
1315,"El sitio está muy bien adornado y lleno de libros, los baños están impecables.",ambiente
1316,"Un lugar con encanto donde se come muy bien, tiene una variedas de sushi muy buena, siempre que podemos nos escapamos.",ambiente
1317,Precio medio por personas entorno a los 25-30€ (dependiendo lo que cojas o si escojes vino).,precio
1318,Los nigiris merece la pena probarlos todos.,comida
1319,"Tienen muchos postres, los típicos como brownie, etc.",comida
1320,Servicio mega atento.,servicio
1321,"Unos 30-40€ por persona, ideal para ocasiones especiales porque se disfruta mucho.",precio
1322,Sitio muy acogedor para comer o cenar.,ambiente
1323,Makis de gran calidad y variados.,comida
1324,El sitio es espectacular por dentro.,ambiente
1325,El servicio es súper atento y amable.,servicio
1326,"La comida muy rica, recomiendo el rollo sushi de cangrejo.",comida
1327,Los langostinos en tempura no deben faltar nunca!!,comida
1328,Todo estaba delicioso y eran platos que podían compartirse.,comida
1329,El arroz de jazmin con cangrejo y vieras nos encantó hasta el punto que repetimos.,comida
1330,Las gambas 100% recomendables y el brownie espectacular.,comida
1331,Los makis también estaban muy buenos todos los que probamos.,comida
1332,El staff ha sido muy agradable durante toda la cena.,servicio
1333,El calidad de la comida es buena y los platos del menú muy atractivos.,comida
1334,De todo lo que probamos recomiendo el nigiri de pez limón.,comida
1335,Además el sitio es muy coqueto y diferente.,ambiente
1336,"El personal y el encargado muy profesional y sobre todo la chica que nos atendió, fue muy amable explicando con detalles sobre alérgenos.",servicio
1337,"Mucho ambiente, gente joven y decoración acogedora.",ambiente
1338,"Nigiri de huevo de codorniz, makis de vieira de pez mantequilla, croquetas de atún y de carabinero.",comida
1339,La tempura de gambas está súper rica con la salsa que lleva pero los rolls no son nada especial.,comida
1340,Los postres sí que son ricos.,comida
1341,La relación calidad precio normal tirando a mala para la cantidad de comida que nos pusieron.,precio
1342,La tarta de zanahoria solo perdirla si sois 4 o si tenéis muchísimo hambre.,comida
1343,Nos trataron muy bien.,servicio
1344,Esta todo buenísimo y de calidad.,comida
1345,La relación calidad/precio es excelente.,precio
1346,Las raciones son de buen tamaño.,comida
1347,"La comida espectacular, cada plato que pedimos está a divino.",comida
1348,"Los nigiris de salmon estaban brutales, súper recomendada la tempura de langostino y el nigiri de burger estaba divino.",comida
1349,Me sabe igual que la que se compra precocinada,comida
1350,"Es cierto que el precio es alto, pero el sabor detrás de cada plato merece mucho la pena.",precio
1351,El trato por parte del personal espectacular.,servicio
1352,Cena para dos 60 euros,precio
1353,Lo mejor las gambas en tempura.,comida
1354,"Un lugar muy acogedor, siempre aciertan con la mesa.",ambiente
1355,La comida es exquisita fusión oriental y muy bien elaborada.,comida
1356,"Espectaculares las gambas en tempura con chile rojo, la joya de la corona, pero todo muy muy rico.",comida
1357,"El precio no es excesivo, el conjunto lo merece .",precio
1358,La camarera era muy amable nos puso una vela porque escuchó que estábamos de celebración.,servicio
1359,Súper discreta muy profesional pero muy cariñosa.,servicio
1360,La comida y las personas que nos atendieron es espectacular.,servicio
1361,Tienen terraza cubierta y terraza fuera.,ambiente
1362,Un lugar acogedor y cómodo donde te sientes como en una verdadera biblioteca y no en un restaurante.,ambiente
1363,La atención de los camareros fue bastante buena aunque tardaron en servir los platos.,servicio
1364,"La decoración es muy original, la carta muy atractiva y la calidad y presentación muy buenas.",ambiente
1365,La tempura de gambas rojas totalmente recomendable!,comida
1366,"Impresionante, el ambiente del restaurante es hermoso, con un ambiente acogedor y una estilo único.",ambiente
1367,"La atención por parte de los empleados magnífica, con consejo sobre los platos y como comerlos y dando recomendaciones.",servicio
1368,"Los patos son magníficos, con un sabor que hace mucho no había probado.",comida
1369,"Calidad - Precio, muy buena, se nota que estás comiendo un buen producto de alta calidad.",precio
1370,El local es grande y muy agradablemente decorado.,ambiente
1371,Los camareros son muy profesionales.,servicio
1372,El menú es muy original y preparado.,comida
1373,La comida muy sabrosa y con buen producto.,comida
1374,El trato muy amigable y atento.,servicio
1375,La decoración del local interesante y especial.,ambiente
1376,Indispensable el maki de foie y pera flambeado.,comida
1377,Lo que primero sorprende es la decoración del sitio.,ambiente
1378,Cálido y estanterías llenas de libros distintas estancias en sus plantas.,ambiente
1379,La terraza también muy cálida y acogedora.,ambiente
1380,"La comida está muy buena, aunque no se trata de sushi tradicional, sino que estamos hablando de cocina de fusión.",comida
1381,La decoración está muy bien.,ambiente
1382,Comes enmedio de una biblioteca y se consigue un ambiente muy acogedor.,ambiente
1383,El personal es amable aunque está un poco desbordado por la gran afluencia de público.,servicio
1384,Esto hace que en periodos punta se ralentice un poco la atención a las mesas.,servicio
1385,Lugar muy agradable con una decoración muy bonita al estilo de una biblioteca.,ambiente
1386,La atención y el trato de los camareros fue muy atenta y amable y la comida exquisita.,servicio
1387,El tataki de solomillo es espectacular y todos los makis que probamos nos encantaron.,comida
1388,Precio medio de 30 por persona,precio
1389,Comida japonesa de muy buena calidad.,comida
1390,Caro y normalito.,precio
1391,"Además, el servicio ha sido lamentable.",servicio
1392,La cena para dos unos 75 euros.,precio
1393,"El sitio esta super bonito, las sillas cómodas y los aseos limpios.",limpieza
1394,Los platos estuvieron muy buenos todos pero sobre todo la torre de langostinos es algo surreal.,comida
1395,Destacar los makis de foie y de pera caramelizada y la tarta de zanahoria.De beber pedimos agua y vino.,comida
1396,Comida rica.,comida
1397,Buena relación calidad-precio,precio
1398,Local con una preciosa decoración a modo de biblioteca.,ambiente
1399,"La pasta con huevo y trufa está increíble, al igual que el sushi de wagyu.",comida
1400,Precio ajustado a la calidad.,precio
1401,La atención de los camareros excelente!.,servicio
1402,"El ambiente, la decoracion, maravillosa.",ambiente
1403,Los platos bien preparados y excelente presentación.,comida
1404,"El staff de empleados, muy atentos.",servicio
1405,Todo lo que pedimos estás riquísimo.,comida
1406,Se sirve acompañado de naranja y nata.,comida
1407,"Decoración recargada, pero que en ningún caso desentona, y que el propio local agradece.",ambiente
